title	level	works_count	cited_by_count	page_edits	len	views	references
Burrow	2	6367	122499	281.0	13285	16017.0	18.0
Eicosanoid	4	6367	214625	574.0	85926	24749.0	85.0
Eicosanoid	5	928	33737	574.0	85926	24749.0	85.0
Insufflation	2	6367	83364	229.0	63961	4103.0	
Craniosynostosis	2	6367	98835	690.0	67267	40495.0	59.0
Craniosynostosis	3	2387	27953	690.0	67267	40495.0	59.0
New_media	2	6367	51099	1566.0	58995	41880.0	19.0
Varicap	4	6366	49511	296.0	12773	8401.0	3.0
Diurnal_cycle	2	6365	155772	64.0	3839	4974.0	
Giardia_duodenalis	2	6364	121633	1026.0	28035	28137.0	34.0
Coronal_hole	5	6364	131196	137.0	4823	2709.0	3.0
Lorentz_covariance	3	6364	94032	327.0	21335	9798.0	19.0
Institutional_theory	2	6363	263298	153.0	8664	15436.0	1.0
Solvolysis	3	6363	72553	69.0	3341	4204.0	1.0
Zero-point_energy	2	6363	99391	2695.0	211285	68462.0	277.0
Pulse-Doppler_radar	4	6361	47335	774.0	32810	17496.0	14.0
Glyceraldehyde_3-phosphate_dehydrogenase	4	6360	182969	259.0	29803	14113.0	27.0
Personal_identity	3	6359	101870	930.0	47232	23819.0	15.0
H5N1_genetic_structure	5	6359	206337	151.0	36746	1454.0	11.0
Key_exchange	4	6359	78477	181.0	12153	14930.0	5.0
Rudder	2	6357	21991	755.0	33688	24111.0	2.0
Elastic_energy	2	6356	138473	457.0	12911	10177.0	6.0
Hamiltonian_lattice_gauge_theory	3	6356	102088	19.0	1895	511.0	1.0
Sural_nerve	2	6356	124506	119.0	8525	15326.0	4.0
Essential_thrombocythemia	3	6356	116181	295.0	14003	16453.0	14.0
DNA_supercoil	4	6355	254406	234.0	28558	16107.0	15.0
Calcium_silicate	2	6355	114056	248.0	12387	13907.0	9.0
Distance_Vector_Multicast_Routing_Protocol	4	6354	58739	64.0	2452	1274.0	
Majority_rule	2	6353	99260	493.0	19365	17800.0	16.0
Systemic_administration	3	6352	174710	15.0	1376	3510.0	
Ovis	2	6352	72018	529.0	9382	27938.0	2.0
Carbon_monoxide_poisoning	3	6352	49603	1678.0	107643	93040.0	150.0
Carbon_monoxide_poisoning	3	3607	26401	1678.0	107643	93040.0	150.0
Green_building	2	6352	35241	2684.0	56993	47579.0	38.0
Bayesian_multivariate_linear_regression	3	6352	99531	74.0	13685	2161.0	3.0
Price_level	2	6351	78604	102.0	3522	6031.0	1.0
Mycology	2	6350	85409	563.0	18956	31414.0	7.0
Sound_power	3	6350	43531	265.0	12912	11632.0	6.0
Maximum_temperature	2	6349	77170	4.0	739	72.0	
Non-Hodgkin_lymphoma	3	6348	115617	1047.0	29557	135659.0	32.0
Black–Scholes_model	3	6347	88783	2170.0	63131	105353.0	32.0
Glucose-6-phosphate_dehydrogenase	4	6347	85539	237.0	21292	19204.0	23.0
Additive_function	2	6346	124547	122.0	7522	1923.0	
Pulse-amplitude_modulation	4	6345	62084	252.0	7746	21046.0	3.0
Temporal_scales	2	6345	217045	13.0	1293	256.0	
Intangible_cultural_heritage	3	6345	10048	321.0	24509	23056.0	36.0
Creed	2	6344	21318	1287.0	24653	36850.0	10.0
Synthetic_fiber	3	6344	121941	1011.0	14246	39858.0	9.0
Frequency_synthesizer	4	6343	38366	317.0	20252	7775.0	5.0
Haemonchus_contortus	3	6343	96870	175.0	13772	7096.0	11.0
Hot_isostatic_pressing	3	6343	72296	101.0	4215	7203.0	1.0
Wavefront_sensor	3	6343	39279	24.0	1236	1487.0	
Two-level_scheduling	4	6341	81150	26.0	2687	323.0	
Color_difference	3	6341	64513	275.0	23971	30774.0	20.0
Color_difference	2	543	8223	275.0	23971	30774.0	20.0
Labor_induction	3	6341	57991	376.0	26752	15067.0	28.0
Labor_induction	3	4877	28195	376.0	26752	15067.0	28.0
Measurement_invariance	4	6339	167446	51.0	10058	3632.0	12.0
Moyamoya_disease	2	6339	75179	312.0	24230	41997.0	18.0
Shallow_water_equations	2	6338	115654	192.0	35080	12714.0	17.0
Corynebacterium	3	6338	94604	291.0	43973	30776.0	42.0
Opus_(audio_format)	2	6337	5585	817.0	59728	41046.0	90.0
Executive_(government)	3	6335	19887	2883.0	5633	87879.0	2.0
Executive_(government)	3	3590	9340	2883.0	5633	87879.0	2.0
Coal_liquefaction	3	6334	25627	318.0	37437	10180.0	26.0
Serotonin_reuptake_inhibitor	4	6334	211808	394.0	10803	9382.0	10.0
School_psychology	2	6333	85266	806.0	57940	10540.0	31.0
Chickenpox	3	6331	84506	5602.0	58383	216275.0	82.0
Chickenpox	2	1198	4214	5602.0	58383	216275.0	82.0
Face_validity	3	6330	147696	64.0	3741	7086.0	2.0
Covariance_function	3	6329	136117	48.0	3738	5168.0	2.0
Simple_linear_regression	3	6329	87854	403.0	26636	71560.0	5.0
Protostar	4	6329	146642	801.0	10369	16675.0	15.0
Thermal_fluctuations	2	6329	128777	63.0	11799	4191.0	5.0
Glasgow_Outcome_Scale	3	6328	165920	25.0	3370	3997.0	3.0
Thixotropy	2	6328	100770	339.0	7566	24794.0	4.0
Reynolds_equation	4	6327	70518	58.0	7578	3334.0	8.0
Time_perception	3	6327	171481	892.0	101505	31258.0	119.0
Time_perception	2	2684	42734	892.0	101505	31258.0	119.0
Time-division_multiplexing	3	6327	52959	465.0	13746	39801.0	4.0
Time-division_multiplexing	5	554	7181	465.0	13746	39801.0	4.0
Natural_number	2	6326	50280	2730.0	45956	130295.0	35.0
Permethrin	3	6326	109539	676.0	32443	72911.0	33.0
Tuberculosis_management	3	6326	28597	933.0	166961	13160.0	171.0
Tuberculosis_management	3	2098	11799	933.0	166961	13160.0	171.0
Tuberculosis_management	4	1672	16170	933.0	166961	13160.0	171.0
Tuberculosis_management	3	1440	2247	933.0	166961	13160.0	171.0
Sum_rule_in_quantum_mechanics	3	6325	90503	22.0	3622	1403.0	1.0
Diction	3	6324	10350	456.0	4701	7398.0	2.0
Deep-level_transient_spectroscopy	3	6322	80137	178.0	17073	2648.0	16.0
Social_actions	3	6322	53723	350.0	16332	22180.0	
Oscillator_strength	3	6322	136993	61.0	5981	5967.0	6.0
Far-infrared_laser	3	6321	64354	40.0	3360	1588.0	4.0
Raphe_nuclei	5	6321	275403	218.0	17397	13210.0	24.0
Bioconcentration	3	6319	164077	151.0	15981	3921.0	12.0
CD5_(protein)	3	6318	142141	64.0	10610	3983.0	24.0
Codeine	3	6318	106533	2728.0	74712	148993.0	80.0
Daucus_carota	2	6318	85037	490.0	21736	61018.0	29.0
Polytrauma	2	6316	56041	127.0	7031	9608.0	
Nanodot	2	6316	148335	46.0	10961	978.0	3.0
Persulfate	3	6315	158161	74.0	2339	4198.0	3.0
Alcoholic_hepatitis	4	6315	131990	184.0	14264	21018.0	14.0
Rickettsia	3	6314	106802	470.0	22275	34157.0	16.0
Babesia	2	6314	98004	379.0	37781	17095.0	34.0
Culling	3	6314	106926	456.0	38835	26223.0	45.0
Frequency_divider	3	6313	42428	123.0	6773	8299.0	1.0
Semiparametric_model	3	6312	89252	59.0	5413	2768.0	7.0
IP_multicast	3	6310	61030	449.0	34013	23308.0	39.0
IP_multicast	5	958	12726	449.0	34013	23308.0	39.0
Vacuum_evaporation	3	6310	65958	65.0	4372	5202.0	1.0
SOD1	4	6309	287886	138.0	29594	7426.0	46.0
Computer-mediated_communication	3	6306	202165	623.0	35238	14854.0	4.0
Computer-mediated_communication	2	4198	65307	623.0	35238	14854.0	4.0
Bespoke	2	6305	48182	215.0	12727	47010.0	13.0
Negative_selection_(natural_selection)	4	6305	303200	70.0	3738	5059.0	6.0
La_Niña	3	6304	174238	983.0	33461	46967.0	51.0
Venlafaxine	4	6303	124938	2118.0	55440	201739.0	79.0
Venlafaxine	5	1262	31152	2118.0	55440	201739.0	79.0
Incandescent_light_bulb	2	6302	52243	6555.0	99102	127857.0	79.0
Squirrel-cage_rotor	4	6302	48429	295.0	10011	20634.0	
Pars_compacta	5	6301	298254	60.0	8327	3718.0	9.0
Butyrylcholinesterase	5	6301	128646	128.0	17650	6056.0	31.0
Anaerobic_glycolysis	4	6301	243653	113.0	5679	14347.0	1.0
Local_adaptation	3	6300	243711	63.0	9468	1032.0	12.0
Rate-monotonic_scheduling	4	6299	89997	295.0	20930	9713.0	15.0
Riemannian_geometry	2	6298	119585	336.0	13016	20982.0	6.0
Line_segment	2	6298	88750	522.0	10946	39892.0	
Separation_process	2	6298	82149	520.0	8559	21447.0	2.0
Separation_process	2	3045	48746	520.0	8559	21447.0	2.0
Left_Behind	3	6298	23133	1557.0	37729	76933.0	30.0
Sand_dune_stabilization	2	6297	94937	174.0	18966	5046.0	
First-order	2	6297	70381	31.0	2658	2720.0	
Auditor_independence	5	6296	88255	157.0	27647	7603.0	3.0
Psidium	2	6296	37647	21.0	8828	5661.0	3.0
Body_fat_percentage	3	6295	108554	1293.0	30005	63111.0	24.0
Body_fat_percentage	3	2833	58727	1293.0	30005	63111.0	24.0
Efavirenz	5	6295	135438	448.0	25137	9023.0	27.0
Dielectrophoresis	3	6294	117067	186.0	32901	4686.0	35.0
Muscle_tissue	2	6294	129995	467.0	19549	26992.0	4.0
Transplant_rejection	3	6294	58937	483.0	31242	19677.0	22.0
Transplant_rejection	3	1098	32384	483.0	31242	19677.0	22.0
Ephedrine	2	6293	68505	1301.0	42674	99663.0	37.0
Solar_minimum	5	6292	130096	194.0	7631	17816.0	9.0
Turing_machine	3	6292	109828	2099.0	72092	172159.0	22.0
Prenylation	3	6292	203469	170.0	14818	6800.0	15.0
Tropomyosin	3	6289	186122	251.0	51467	8654.0	46.0
Myzus_persicae	3	6289	96075	202.0	14781	4397.0	6.0
Cryptosporidium_parvum	2	6289	168083	139.0	11059	7840.0	10.0
Cadmium_sulfide	2	6289	129985	245.0	20699	7774.0	17.0
New_Variety	3	6289	15739	66.0	6299	92.0	7.0
Passerine	2	6288	169508	1125.0	48680	127177.0	30.0
Syringomyelia	3	6287	79442	470.0	24254	32459.0	4.0
Orthographic_projection	2	6286	81427	851.0	13036	51410.0	4.0
Wiener_filter	2	6286	76709	354.0	15736	21905.0	3.0
Security_analysis	2	6286	60602	28.0	2832	5038.0	
Point_estimation	2	6286	132476	92.0	6299	15146.0	3.0
Computational_engineering	2	6285	90113	151.0	9237	5670.0	1.0
Data_logger	2	6284	31818	537.0	13598	10867.0	1.0
Supply-side_economics	2	6284	46760	2637.0	85343	51526.0	90.0
Effective_action	2	6283	118352	76.0	10098	1722.0	2.0
Dictyostelium	3	6283	174170	123.0	13374	3196.0	10.0
Ecosystem_management	3	6281	200366	325.0	45691	5674.0	26.0
Fetal_hemoglobin	4	6281	117147	280.0	38284	24582.0	46.0
Fetal_hemoglobin	5	326	9258	280.0	38284	24582.0	46.0
Pneumococcal_conjugate_vaccine	4	6281	147790	357.0	27757	26778.0	35.0
Transmission_coefficient	3	6281	70913	104.0	7940	13777.0	2.0
Benzothiazole	2	6280	91921	114.0	5622	2921.0	1.0
Wave_vector	2	6279	99211	221.0	14597	23229.0	7.0
WS-Policy	5	6279	88325	52.0	2564	541.0	
Autotransplantation	3	6279	71186	103.0	10847	3837.0	6.0
Autotransplantation	2	3887	41398	103.0	10847	3837.0	6.0
Torsional_vibration	3	6279	34411	147.0	17095	6103.0	2.0
Active_contour_model	4	6278	119726	139.0	25629	5478.0	3.0
Lacticaseibacillus_rhamnosus	4	6278	158790	282.0	21812		22.0
Martinique	3	6278	25556	2555.0	63054	179481.0	25.0
Surgical_mesh	3	6277	113310	78.0	27640	6319.0	12.0
Ultra-high_vacuum	2	6277	61750	273.0	20287	8810.0	2.0
Long_terminal_repeat	4	6276	265874	117.0	10963	8521.0	12.0
Long_terminal_repeat	5	1182	63900	117.0	10963	8521.0	12.0
Laplacian_matrix	3	6275	116259	360.0	31336	39180.0	4.0
Monazite	3	6275	133880	243.0	15343	17064.0	1.0
Christology	2	6275	10852	1785.0	83820	36309.0	54.0
Wigner_distribution_function	3	6274	87813	190.0	18065	5340.0	1.0
Poly(methyl_methacrylate)	5	6274	119723	1980.0	50929	90126.0	33.0
Poly(methyl_methacrylate)	3	4249	49262	1980.0	50929	90126.0	33.0
Cost_of_electricity_by_source	4	6273	86901	1498.0	108792	68950.0	70.0
Radioimmunotherapy	4	6272	123760	65.0	9312	1091.0	1.0
Video_game_development	3	6272	37520	2046.0	88456	47305.0	49.0
Spiking_neural_network	3	6271	79045	250.0	26134	17982.0	18.0
Multithreading_(computer_architecture)	3	6271	96623	418.0	13025	42460.0	1.0
Ergosterol	2	6271	154762	283.0	10070	13298.0	10.0
Gender_diversity	3	6270	68467	90.0	13453	6987.0	25.0
Nude_mouse	3	6270	69428	129.0	5174	5798.0	3.0
Noether's_theorem	3	6270	63520	923.0	64370	54958.0	22.0
Hypochlorite	2	6268	111738	303.0	17805	20350.0	15.0
Bone_age	2	6267	116383	243.0	13758	13714.0	7.0
Bone_age	3	397	9142	243.0	13758	13714.0	7.0
Laboratory_flask	2	6266	104356	168.0	8373	8698.0	1.0
Metastatic_carcinoma	3	6266	86783	10.0	754	2092.0	
List_of_feeding_behaviours	2	6265	178026	238.0	9159	13346.0	1.0
List_of_feeding_behaviours	3	4825	102525	238.0	9159	13346.0	1.0
Thirst	2	6264	105623	510.0	14160	12367.0	10.0
Barrier_layer_(oceanography)	3	6264	89230	25.0	8980	550.0	
Electro-optic_modulator	5	6264	56957	138.0	9320	9202.0	4.0
Briquette	3	6263	37927	381.0	15257	24396.0	5.0
Green_manure	2	6263	72277	303.0	12145	21249.0	5.0
AMP-activated_protein_kinase	5	6263	343303	356.0	56878	22761.0	61.0
Periodontology	2	6262	62400	573.0	68448	11391.0	52.0
Periodontology	2	1032	9646	573.0	68448	11391.0	52.0
Mind–body_problem	2	6262	44247	698.0	55815	44377.0	47.0
Xylitol	3	6262	106927	1664.0	29524	72910.0	33.0
Private_property	2	6262	53283	528.0	25490	37745.0	14.0
Debt_crisis	3	6262	33910	119.0	30299	4508.0	44.0
Chinese_philosophy	3	6262	8179	1096.0	38705	21471.0	10.0
Book_value	3	6261	60704	251.0	12461	17279.0	5.0
Coupled_Model_Intercomparison_Project	4	6261	195538	80.0	13007	3249.0	14.0
Perciformes	3	6259	47473	383.0	9584	18012.0	3.0
Vault_(architecture)	2	6259	28366	638.0	48200	21174.0	2.0
Hooke's_law	3	6259	124993	2102.0	56531	125933.0	14.0
Hooke's_law	2	542	12250	2102.0	56531	125933.0	14.0
Capacitation	3	6258	173263	144.0	16900	14720.0	21.0
Leukotriene_B4	3	6257	201143	46.0	4212	3039.0	3.0
Adenomyosis	3	6257	63954	337.0	40593	100261.0	17.0
Retaining_wall	2	6257	27091	570.0	14102	46582.0	5.0
Retaining_wall	3	2068	3458	570.0	14102	46582.0	5.0
Chromatography_detector	3	6256	80215	63.0	3498	6186.0	2.0
Ideal_gas	2	6256	60429	796.0	23967	45158.0	7.0
Sulfonylurea	3	6255	126702	424.0	16768	36199.0	21.0
Electrical_impedance_tomography	3	6254	74030	264.0	50822	4240.0	30.0
Cyclic_guanosine_monophosphate	3	6254	198372	177.0	9849	11814.0	6.0
Cyclic_guanosine_monophosphate	3	3353	59054	177.0	9849	11814.0	6.0
Social_rights_(social_contract_theory)	3	6253	27055	109.0	1675	2929.0	
Depersonalization	4	6253	143407	1009.0	25682	107936.0	35.0
Inner_city	2	6253	65126	433.0	5976	14223.0	4.0
Inner_city	3	427	4640	433.0	5976	14223.0	4.0
Idempotence	2	6252	53912	576.0	18671	59260.0	5.0
Surgical_pathology	2	6251	77885	66.0	6680	3702.0	1.0
Heat_recovery_ventilation	3	6250	54696	338.0	25237	20009.0	15.0
Anomalous_diffusion	3	6250	151659	170.0	19422	4932.0	25.0
Flowchart	2	6250	19712	2543.0	21177	115853.0	13.0
Maglev	2	6247	23964	6242.0	125315	107179.0	144.0
Superpower	3	6247	30165	8505.0	56193	121892.0	51.0
Sterile_neutrino	4	6246	89303	308.0	33058	8454.0	20.0
Skyrmion	2	6246	103893	218.0	22650	8074.0	22.0
Carnivore	3	6245	163254	1973.0	12989	62209.0	8.0
Remedial_action	4	6245	25265	41.0	6646	3679.0	
Freedom_of_information	2	6244	15242	374.0	87582	10807.0	21.0
Freedom_of_information	3	3106	13225	374.0	87582	10807.0	21.0
Tardiness	4	6244	95491	114.0	16286	3522.0	16.0
Comminution	2	6243	73671	90.0	6181	6794.0	4.0
C2C12	4	6243	161668	59.0	7810	3717.0	9.0
DOCK_(protein)	2	6243	79563	24.0	1915	183.0	1.0
Homogeneous_catalysis	3	6242	287523	162.0	8225	9943.0	5.0
Social_economy	2	6242	20154	302.0	25080	6751.0	16.0
Force_lines	2	6241	21909	35.0	2789	434.0	
Mismatch_negativity	3	6240	191306	295.0	26461	4267.0	35.0
Genome_size	4	6240	220294	163.0	38235	9587.0	51.0
Face_perception	3	6239	300458	732.0	119042	10944.0	145.0
Resection_margin	3	6239	134677	67.0	7649	5480.0	5.0
Resection_margin	3	5100	127929	67.0	7649	5480.0	5.0
Traffic_light	2	6239	24499	4311.0	128088	76985.0	110.0
APX	4	6237	158406	109.0	7447	3243.0	
Electromagnetically_induced_transparency	2	6236	120531	209.0	21188	4621.0	13.0
Morpholine	2	6235	63224	177.0	9631	10766.0	7.0
Humanitarian_aid	2	6235	42221	662.0	52852	17945.0	47.0
Humanitarian_aid	2	706	6456	662.0	52852	17945.0	47.0
Restriction_fragment	3	6235	269489	38.0	2912	1181.0	1.0
Estriol	3	6234	118285	233.0	22172	9098.0	29.0
Posterior_cingulate_cortex	3	6234	402139	200.0	37510	7118.0	39.0
Alpha-fetoprotein	3	6234	77640	355.0	21625	17790.0	44.0
Apex_predator	3	6233	206481	1981.0	32200	185418.0	43.0
Nitroso	2	6233	72404	134.0	10425	6579.0	11.0
Nitroso	2	3959	53632	134.0	10425	6579.0	11.0
Labeled_data	2	6233	98952	35.0	3861	5599.0	1.0
Periodate	2	6233	122714	112.0	19570	3378.0	30.0
Glycemic_index	4	6231	158123	1382.0	35330	65457.0	41.0
Glycemic_index	5	1324	28221	1382.0	35330	65457.0	41.0
Federal_budget_(economics)	3	6231	18934	40.0	6389	162.0	4.0
Corrosion_fatigue	3	6231	41230	85.0	9282	1982.0	
Pancreas_transplantation	4	6230	75452	166.0	13525	3337.0	8.0
SH2_domain	4	6229	424869	182.0	14895	6605.0	14.0
High_entropy_alloys	3	6229	172489	206.0	46765	9526.0	58.0
Antihistamine	2	6228	85068	466.0	24603	101521.0	17.0
Antihistamine	3	1007	6156	466.0	24603	101521.0	17.0
Japonica_rice	3	6228	37512	68.0	5764	11215.0	5.0
Microsimulation	2	6228	51661	145.0	12815	1635.0	7.0
Visual_Basic_for_Applications	2	6227	8079	855.0	14872	35971.0	15.0
Galois_group	2	6227	45218	185.0	17959	12936.0	9.0
Context_model	3	6226	109183	19.0	5487	3230.0	5.0
Bézier_curve	2	6226	53294	1221.0	47611	81933.0	37.0
Sclerotinia_sclerotiorum	2	6226	79315	82.0	15242	7560.0	17.0
Myelitis	3	6224	92158	173.0	21175	15777.0	16.0
Inpainting	3	6223	73474	233.0	21714	5483.0	12.0
Game_mechanics	2	6223	76698	513.0	27366	16886.0	6.0
Jellyfish	2	6223	97640	6688.0	116272	213399.0	124.0
Stellar_atmosphere	3	6222	107483	82.0	5215	1961.0	8.0
Emotional_labor	2	6222	97501	640.0	50296	19391.0	65.0
Critical_dimension	2	6221	67485	72.0	10548	2231.0	3.0
Ectodomain	3	6220	299989	27.0	1182	1832.0	
Feature_(computer_vision)	4	6220	71653	192.0	23158	10731.0	1.0
Feature_(computer_vision)	3	3045	49442	192.0	23158	10731.0	1.0
Feature_(computer_vision)	5	409	12035	192.0	23158	10731.0	1.0
Social_status	2	6220	145250	797.0	29245	52305.0	34.0
Vasectomy	5	6219	50177	2076.0	55847	115322.0	68.0
Carvedilol	3	6219	89066	355.0	14792	68760.0	19.0
Channel_blocker	3	6217	165391	97.0	26149	1716.0	31.0
Filler_metal	4	6216	36125	49.0	4082	5176.0	
Transformation_matrix	3	6216	51010	542.0	23786	77956.0	5.0
Preoptic_area	3	6216	215083	79.0	8531	5375.0	12.0
Summary_statistics	2	6216	95158	94.0	4423	10648.0	5.0
Marginal_distribution	3	6214	124305	262.0	15020	41003.0	7.0
Hyperaldosteronism	3	6214	92494	174.0	10319	15076.0	2.0
Freedom_of_religion	3	6213	9783	3082.0	113033	44471.0	103.0
Freedom_of_religion	3	3502	6472	3082.0	113033	44471.0	103.0
Terminal_illness	3	6213	71443	715.0	46805	43378.0	53.0
Terminal_illness	3	2399	24894	715.0	46805	43378.0	53.0
Procollagen_peptidase	2	6213	181214	27.0	2046	561.0	1.0
Funnel	2	6212	83084	340.0	5486	14302.0	2.0
Baby_boomers	2	6212	53217	4832.0	159145	381188.0	47.0
Supersymmetry_breaking	3	6212	140047	27.0	1328	616.0	
Vascular_endothelial_growth_factor_C	5	6211	234322	88.0	28010	1198.0	52.0
Ethnic_conflict	3	6211	67399	653.0	55614	31339.0	53.0
Internationalism_(politics)	3	6210	38045	486.0	30516	27650.0	7.0
Independent_school	2	6208	25214	496.0	70970	24784.0	46.0
Independent_school	3	2254	10821	496.0	70970	24784.0	46.0
Umwelt	2	6208	11236	182.0	9217	11974.0	10.0
Integrin_alpha_M	3	6207	253313	40.0	5400	4834.0	8.0
Passive_smoking	2	6207	132872	3044.0	135275	15002.0	212.0
Passive_smoking	2	3857	48508	3044.0	135275	15002.0	212.0
Suzuki_reaction	4	6206	166036	287.0	34271	28477.0	46.0
Control_valve	2	6206	19008	308.0	13436	18731.0	1.0
Control_valve	2	942	5344	308.0	13436	18731.0	1.0
Service_discovery	3	6205	58492	102.0	3779	4661.0	1.0
Waterlogging_(archaeology)	3	6204	76535	32.0	4329	309.0	4.0
Demand_management	2	6203	73740	181.0	12329	7720.0	8.0
Atomic_clock	2	6202	62833	1755.0	79286	71389.0	52.0
Polyethylenimine	4	6202	204075	175.0	20635	14291.0	23.0
Islanding	4	6202	74224	178.0	34718	7890.0	8.0
Steam_injection_(oil_industry)	2	6201	31933	85.0	7779	2227.0	3.0
Styrene-butadiene	5	6201	73516	205.0	10082	20914.0	5.0
Stellarator	3	6201	43555	492.0	58094	13971.0	15.0
CD16	5	6201	176681	85.0	13749	9450.0	15.0
Unit_circle	2	6200	59286	603.0	9061	104666.0	
Interval_arithmetic	3	6200	81707	308.0	54005	6678.0	15.0
Liability_insurance	3	6199	23994	572.0	45378	21977.0	11.0
Physical_system	2	6199	132131	240.0	1831	6980.0	
Blind_spot_(vision)	2	6199	61293	391.0	4361	24531.0	1.0
Local_field_potential	2	6198	238282	109.0	9099	4541.0	6.0
Limit_state_design	2	6198	52664	205.0	11930	14413.0	2.0
Hilbert_transform	3	6198	64571	1029.0	57720	37370.0	48.0
Hip_dysplasia	3	6197	76714	416.0	37045	34991.0	54.0
Concept_learning	2	6197	233644	292.0	31446	9188.0	8.0
Rett_syndrome	3	6196	148460	1152.0	49754	75714.0	58.0
Real_line	2	6196	58906	125.0	9134	5013.0	1.0
Next-generation_network	3	6195	31542	350.0	13002	8424.0	4.0
Heterosexuality	3	6195	154968	2735.0	45144	179434.0	41.0
Power_MOSFET	5	6195	50926	556.0	40132	19006.0	30.0
Cell-free_fetal_DNA	5	6194	121330	213.0	48929	7238.0	73.0
Lumbar_spinal_stenosis	3	6193	87225	655.0	39451	14767.0	48.0
Malachite_green	3	6193	115855	348.0	16385	15971.0	9.0
Decision_model	2	6193	59805	67.0	4177	1710.0	
User_interface_design	3	6192	66231	518.0	16504	44296.0	10.0
User_interface_design	2	5880	36997	518.0	16504	44296.0	10.0
Regression_testing	5	6192	97614	656.0	10942	64152.0	9.0
Regression_testing	5	3136	33010	656.0	10942	64152.0	9.0
Radon_transform	2	6190	72221	352.0	23974	18445.0	19.0
Marsupial	2	6190	116913	2657.0	61985	217178.0	69.0
Interactome	3	6189	177809	512.0	61674	4832.0	86.0
Interactome	3	2808	131517	512.0	61674	4832.0	86.0
Multinucleate	2	6188	176160	129.0	12424	7181.0	16.0
Ginsenoside	4	6188	92547	218.0	9382	6759.0	10.0
Ginsenoside	5	1517	9009	218.0	9382	6759.0	10.0
Plastic_pollution	2	6188	79115	1748.0	134655	129430.0	136.0
Plastic_pollution	3	3267	138582	1748.0	134655	129430.0	136.0
Gene–environment_interaction	4	6187	141233	314.0	36400	7664.0	33.0
Natura_2000	3	6186	27682	194.0	16952	7117.0	7.0
Altar	2	6185	8243	1025.0	53130	23458.0	4.0
Passive_margin	4	6184	200520	290.0	23953	6399.0	14.0
Addition_reaction	3	6184	88514	180.0	2102	10736.0	1.0
Counterintuitive	2	6183	125856	253.0	394	1985.0	
ED50	3	6183	145852	72.0	3826	2170.0	
Militarism	3	6182	34403	1582.0	36649	33806.0	7.0
Ancient_Greek	2	6182	32147	2879.0	43283	227109.0	14.0
Wormhole	2	6182	83598	3684.0	54425	181026.0	66.0
Anglo-Saxons	2	6182	20677	4206.0	186118	396475.0	61.0
Optical_wireless	3	6181	62266	24.0	844	128.0	
Space_environment	2	6180	33581	95.0	6769	2501.0	
Neutron_cross_section	4	6180	37299	208.0	21234	8693.0	2.0
Class_action	3	6179	15184	943.0	68774	49118.0	32.0
Erection	3	6179	80461	3077.0	25323	225539.0	30.0
Gyrus	2	6178	251553	121.0	8174	9141.0	11.0
Counterpoint	2	6177	28695	1106.0	34372	46188.0	7.0
Brazilian_Portuguese	3	6177	29108	2608.0	124619	34738.0	17.0
Ethylenediaminetetraacetic_acid	3	6177	130391	1179.0	39322	86719.0	41.0
Ethylenediaminetetraacetic_acid	2	310	4985	1179.0	39322	86719.0	41.0
Transmission_Control_Protocol	3	6177	51820	3321.0	75400	228505.0	47.0
Strike-slip_tectonics	3	6176	136539	108.0	13139	4276.0	2.0
Necking_(engineering)	2	6175	114789	135.0	6157	8786.0	1.0
Citrus_×_sinensis	3	6175	85649	92.0	6493	26002.0	5.0
Ancien_Régime	3	6174	8340	814.0	86783	67623.0	16.0
Connectome	3	6174	173158	328.0	58327	12229.0	70.0
Hydrostatic_test	2	6173	11881	252.0	11550	18770.0	
Pinus_radiata	2	6172	83533	791.0	27707	13514.0	33.0
Policy	2	6172	44821	1028.0	23269	68971.0	21.0
Policy	2	4126	27403	1028.0	23269	68971.0	21.0
Filmmaking	3	6172	15643	2251.0	24472	79765.0	1.0
Filmmaking	2	2134	9923	2251.0	24472	79765.0	1.0
Subaltern_(postcolonialism)	3	6171	45540	347.0	20103	39603.0	1.0
Cytochalasin_B	3	6170	194038	153.0	34845	2101.0	44.0
Exchange_bias	5	6170	99652	60.0	8896	1875.0	
Anhydrite	3	6169	97779	187.0	9243	8930.0	10.0
Leafy	2	6169	105954	119.0	4869	2981.0	8.0
Proportionality_(mathematics)	2	6169	66924	1059.0	9127	45408.0	
Aircraft_noise_pollution	3	6168	34273	481.0	32125	9826.0	36.0
OpenGL	3	6168	28938	2252.0	52179	74566.0	69.0
Link_adaptation	4	6167	63033	76.0	5009	1579.0	3.0
Bryophyte	2	6167	88510	961.0	31004	52569.0	35.0
Omnivore	3	6166	152687	1923.0	27177	91007.0	47.0
Ampere	3	6166	34257	1410.0	12324	108430.0	11.0
Diabatic	3	6165	148007	91.0	29833	2324.0	17.0
International_court	4	6165	17806	149.0	10024	7744.0	1.0
Joint_replacement	3	6165	92514	399.0	19097	6942.0	11.0
Joint_replacement	3	4076	67317	399.0	19097	6942.0	11.0
Joint_replacement	2	1363	16126	399.0	19097	6942.0	11.0
Joint_replacement	3	472	9116	399.0	19097	6942.0	11.0
Cross-validation_(statistics)	2	6163	159026	536.0	40534	99995.0	33.0
Objectification	2	6163	84240	278.0	17131	18245.0	7.0
Food_microbiology	3	6163	189064	319.0	12194	12433.0	9.0
